"","Player","Score","Time"
"5116","Viky Moreux",645,23
"5117","Sami Carlson",645,10
"5118","Nelly Fleming",427,9
"5119","Gunnar Weimar",429,8
"5120","Mike Friedman",645,24
"5121","Nelly Fleming",645,22
"5122","Nelly Fleming",645,8
"5123","Olov Rasmussen",645,11
"5124","Viky Moreux",645,14
"5125","Viky Moreux",646,21
"5126","Gerry Walsh",648,23
"5127","Gerry Walsh",648,11
"5128","Viky Moreux",648,9
"5129","Olga Treischl",648,13
"5130","Nelly Fleming",648,5
"5131","Nelly Fleming",648,13
"5132","Erik Warsky",650,19
"5133","Olga Treischl",650,12
"5134","Olov Rasmussen",652,6
"5135","Sissy Welch",655,16
"5136","Gunnar Weimar",658,15
"5137","Olov Rasmussen",658,12
"5138","Sissy Welch",658,24
"5139","Gerry Walsh",658,8
"5140","Olga Treischl",660,21
"5141","Olga Treischl",662,25
"5142","Sami Carlson",663,7
"5143","Mike Friedman",665,7
"5144","Sami Carlson",665,7
"5145","Sandra Toble",666,17
"5146","Sandra Toble",666,9
"5147","Olga Treischl",666,6
"5148","Olov Rasmussen",363,5
"5149","Sami Carlson",367,23
"5150","Sissy Welch",432,10
"5151","Mike Friedman",432,10
"5152","Gunnar Weimar",432,12
"5153","Sami Carlson",671,20
"5154","Sandra Toble",671,6
"5155","Sissy Welch",672,8
"5156","Gunnar Weimar",672,18
"5157","Sami Carlson",673,5
"5158","Sissy Welch",675,11
"5159","Gerry Walsh",675,11
"5160","Gunnar Weimar",675,23
"5161","Gerry Walsh",675,20
"5162","Sami Carlson",675,3
"5163","Mike Friedman",675,9
"5164","Erik Warsky",434,14
"5165","Sami Carlson",435,12
"5166","Viky Moreux",435,14
"5167","Gerry Walsh",680,10
"5168","Mike Friedman",680,25
"5169","Olov Rasmussen",680,7
"5170","Olga Treischl",680,15
"5171","Sami Carlson",680,21
"5172","Viky Moreux",680,21
"5173","Sandra Toble",680,7
"5174","Mike Friedman",680,17
"5175","Olga Treischl",680,5
"5176","Sissy Welch",680,19
"5177","Erik Warsky",680,15
"5178","Sissy Welch",680,16
"5179","Gerry Walsh",680,10
"5180","Nelly Fleming",680,10
"5181","Mike Friedman",683,9
"5182","Olga Treischl",684,13
"5183","Nelly Fleming",684,20
"5184","Gerry Walsh",684,14
"5185","Viky Moreux",684,8
"5186","Gerry Walsh",684,6
"5187","Nelly Fleming",435,22
"5188","Mike Friedman",435,19
"5189","Gunnar Weimar",435,23
"5190","Olga Treischl",435,8
"5191","Gunnar Weimar",435,11
"5192","Olga Treischl",687,6
"5193","Sandra Toble",687,5
"5194","Sissy Welch",687,11
"5195","Nelly Fleming",687,13
"5196","Nelly Fleming",687,18
"5197","Erik Warsky",689,17
"5198","Viky Moreux",692,20
"5199","Olga Treischl",692,11
"5200","Mike Friedman",692,4
"5201","Gunnar Weimar",693,8
"5202","Gerry Walsh",695,24
"5203","Sandra Toble",698,22
"5204","Sami Carlson",698,21
"5205","Nelly Fleming",698,14
"5206","Sandra Toble",698,11
"5207","Gunnar Weimar",698,22
"5208","Gerry Walsh",698,16
"5209","Sissy Welch",698,23
"5210","Erik Warsky",698,11
"5211","Olga Treischl",698,6
"5212","Sissy Welch",698,18
"5213","Mike Friedman",698,13
"5214","Olov Rasmussen",698,14
"5215","Sandra Toble",698,10
"5216","Sami Carlson",698,25
"5217","Sandra Toble",698,25
"5218","Nelly Fleming",702,7
"5219","Olga Treischl",702,6
"5220","Nelly Fleming",702,8
"5221","Sissy Welch",705,12
"5222","Olga Treischl",441,19
"5223","Viky Moreux",707,21
"5224","Sandra Toble",707,23
"5225","Gerry Walsh",707,8
"5226","Nelly Fleming",707,6
"5227","Olov Rasmussen",707,15
"5228","Gerry Walsh",707,15
"5229","Mike Friedman",707,9
"5230","Gerry Walsh",707,16
"5231","Sissy Welch",707,21
"5232","Mike Friedman",709,19
"5233","Nelly Fleming",710,12
"5234","Sandra Toble",710,16
"5235","Mike Friedman",446,13
"5236","Gerry Walsh",446,13
"5237","Olga Treischl",716,6
"5238","Viky Moreux",716,18
"5239","Olga Treischl",720,7
"5240","Gerry Walsh",720,11
"5241","Olov Rasmussen",720,10
"5242","Gunnar Weimar",720,22
"5243","Mike Friedman",722,22
"5244","Gunnar Weimar",723,19
"5245","Nelly Fleming",724,15
"5246","Erik Warsky",725,24
"5247","Nelly Fleming",447,15
"5248","Sandra Toble",727,23
"5249","Erik Warsky",730,17
"5250","Sami Carlson",730,24
"5251","Erik Warsky",730,10
"5252","Erik Warsky",730,10
"5253","Olov Rasmussen",730,4
"5254","Sandra Toble",730,12
"5255","Gunnar Weimar",731,5
"5256","Gunnar Weimar",731,8
"5257","Viky Moreux",732,11
"5258","Sissy Welch",732,12
"5259","Olov Rasmussen",732,17
"5260","Gerry Walsh",732,7
"5261","Sissy Welch",732,15
"5262","Mike Friedman",732,22
"5263","Nelly Fleming",732,9
"5264","Sandra Toble",732,13
"5265","Nelly Fleming",732,3
"5266","Nelly Fleming",734,11
"5267","Olov Rasmussen",734,6
"5268","Viky Moreux",734,14
"5269","Sissy Welch",734,10
"5270","Nelly Fleming",734,9
"5271","Erik Warsky",734,18
"5272","Viky Moreux",734,9
"5273","Nelly Fleming",734,14
"5274","Nelly Fleming",734,23
"5275","Erik Warsky",734,17
"5276","Nelly Fleming",734,12
"5277","Gunnar Weimar",447,25
"5278","Erik Warsky",734,12
"5279","Gerry Walsh",742,21
"5280","Sissy Welch",742,14
"5281","Olga Treischl",743,5
"5282","Sissy Welch",743,9
"5283","Sami Carlson",743,19
"5284","Olov Rasmussen",743,22
"5285","Sami Carlson",743,16
"5286","Gerry Walsh",743,21
"5287","Olov Rasmussen",743,19
"5288","Sandra Toble",449,19
"5289","Erik Warsky",449,15
"5290","Nelly Fleming",749,20
"5291","Erik Warsky",749,15
"5292","Erik Warsky",752,6
"5293","Gerry Walsh",752,19
"5294","Olga Treischl",754,12
"5295","Olov Rasmussen",754,14
"5296","Viky Moreux",756,13
"5297","Gunnar Weimar",756,21
"5298","Erik Warsky",757,7
"5299","Olov Rasmussen",757,19
"5300","Sandra Toble",758,18
"5301","Nelly Fleming",449,24
"5302","Olga Treischl",449,5
"5303","Nelly Fleming",758,7
"5304","Nelly Fleming",758,7
"5305","Sissy Welch",758,8
"5306","Olga Treischl",758,10
"5307","Gunnar Weimar",759,9
"5308","Viky Moreux",763,20
"5309","Olga Treischl",764,12
"5310","Olov Rasmussen",764,9
"5311","Olga Treischl",764,7
"5312","Mike Friedman",766,15
"5313","Nelly Fleming",766,8
"5314","Sissy Welch",766,25
"5315","Gunnar Weimar",450,24
"5316","Nelly Fleming",450,6
"5317","Gunnar Weimar",450,16
"5318","Nelly Fleming",772,10
"5319","Gunnar Weimar",772,3
"5320","Gerry Walsh",773,23
"5321","Olga Treischl",775,8
"5322","Gerry Walsh",776,3
"5323","Mike Friedman",776,22
"5324","Erik Warsky",776,8
"5325","Viky Moreux",776,15
"5326","Sissy Welch",776,15
"5327","Olga Treischl",452,6
"5328","Viky Moreux",452,11
"5329","Sami Carlson",776,19
"5330","Erik Warsky",779,11
"5331","Mike Friedman",779,20
"5332","Sami Carlson",780,25
"5333","Gerry Walsh",786,5
"5334","Gerry Walsh",789,22
"5335","Sami Carlson",789,4
"5336","Olov Rasmussen",789,22
"5337","Viky Moreux",789,24
"5338","Erik Warsky",789,11
"5339","Gunnar Weimar",789,8
"5340","Viky Moreux",789,24
"5341","Gunnar Weimar",789,15
"5342","Sandra Toble",789,11
"5343","Erik Warsky",789,3
"5344","Erik Warsky",791,21
"5345","Olga Treischl",800,20
"5346","Nelly Fleming",800,21
"5347","Sandra Toble",800,17
"5348","Viky Moreux",802,10
"5349","Viky Moreux",802,16
"5350","Gunnar Weimar",457,19
"5351","Mike Friedman",802,8
"5352","Gunnar Weimar",802,11
"5353","Olga Treischl",802,7
"5354","Sami Carlson",802,10
"5355","Nelly Fleming",802,6
"5356","Olov Rasmussen",802,18
"5357","Gunnar Weimar",802,5
"5358","Olga Treischl",802,13
"5359","Sandra Toble",802,7
"5360","Gerry Walsh",802,20
"5361","Nelly Fleming",802,21
"5362","Gerry Walsh",802,8
"5363","Sissy Welch",802,7
"5364","Viky Moreux",802,14
"5365","Viky Moreux",802,23
"5366","Olov Rasmussen",802,8
"5367","Sissy Welch",802,16
"5368","Sami Carlson",802,6
"5369","Viky Moreux",802,25
"5370","Sissy Welch",803,5
"5371","Nelly Fleming",803,6
"5372","Erik Warsky",804,8
"5373","Gunnar Weimar",810,16
"5374","Olov Rasmussen",461,13
"5375","Viky Moreux",814,7
"5376","Viky Moreux",814,8
"5377","Viky Moreux",814,23
"5378","Olga Treischl",814,8
"5379","Gerry Walsh",816,18
"5380","Viky Moreux",816,3
"5381","Gunnar Weimar",816,13
"5382","Mike Friedman",816,9
"5383","Sissy Welch",816,16
"5384","Nelly Fleming",819,22
"5385","Mike Friedman",819,19
"5386","Mike Friedman",821,9
"5387","Olov Rasmussen",821,18
"5388","Olga Treischl",826,13
"5389","Sissy Welch",826,24
"5390","Sami Carlson",462,3
"5391","Gunnar Weimar",462,4
"5392","Nelly Fleming",828,21
"5393","Mike Friedman",828,23
"5394","Mike Friedman",828,5
"5395","Olga Treischl",828,14
"5396","Viky Moreux",828,21
"5397","Sami Carlson",828,7
"5398","Sami Carlson",828,19
"5399","Viky Moreux",828,15
"5400","Viky Moreux",828,3
"5401","Mike Friedman",828,7
"5402","Nelly Fleming",828,8
"5403","Sissy Welch",828,3
"5404","Sandra Toble",829,22
"5405","Gunnar Weimar",462,5
"5406","Sissy Welch",462,10
"5407","Erik Warsky",462,3
"5408","Erik Warsky",462,13
"5409","Gunnar Weimar",462,8
"5410","Sami Carlson",462,17
"5411","Nelly Fleming",463,13
"5412","Gerry Walsh",835,10
"5413","Olov Rasmussen",837,15
"5414","Sissy Welch",838,13
"5415","Olov Rasmussen",839,8
"5416","Sandra Toble",840,18
"5417","Sissy Welch",840,6
"5418","Sissy Welch",840,14
"5419","Sami Carlson",840,20
"5420","Sandra Toble",842,19
"5421","Sami Carlson",842,12
"5422","Olga Treischl",842,18
"5423","Sissy Welch",842,23
"5424","Olga Treischl",844,19
"5425","Gerry Walsh",844,3
"5426","Viky Moreux",844,22
"5427","Sandra Toble",844,9
"5428","Erik Warsky",463,6
"5429","Nelly Fleming",464,20
"5430","Gunnar Weimar",853,12
"5431","Mike Friedman",853,6
"5432","Sandra Toble",854,18
"5433","Viky Moreux",854,16
"5434","Sissy Welch",854,9
"5435","Olga Treischl",465,21
"5436","Erik Warsky",863,3
"5437","Nelly Fleming",863,18
"5438","Gerry Walsh",863,19
"5439","Gunnar Weimar",863,14
"5440","Olga Treischl",864,15
"5441","Sissy Welch",868,10
"5442","Gunnar Weimar",868,21
"5443","Olga Treischl",NA,4
"5444","Sandra Toble",871,25
"5445","Mike Friedman",871,20
"5446","Erik Warsky",470,6
"5447","Mike Friedman",872,12
"5448","Erik Warsky",872,8
"5449","Nelly Fleming",872,20
"5450","Sami Carlson",872,24
"5451","Erik Warsky",872,22
"5452","Nelly Fleming",872,5
"5453","Olov Rasmussen",872,19
"5454","Mike Friedman",872,12
"5455","Gunnar Weimar",872,12
"5456","Gerry Walsh",872,17
"5457","Sami Carlson",872,7
"5458","Olga Treischl",872,16
"5459","Erik Warsky",872,12
"5460","Sissy Welch",872,23
"5461","Sandra Toble",874,23
"5462","Olov Rasmussen",877,18
"5463","Gerry Walsh",878,7
"5464","Olov Rasmussen",878,9
"5465","Olov Rasmussen",878,17
"5466","Viky Moreux",878,4
"5467","Sandra Toble",878,18
"5468","Gunnar Weimar",879,18
"5469","Gunnar Weimar",879,12
"5470","Sissy Welch",374,14
"5471","Olga Treischl",378,9
"5472","Sissy Welch",471,14
"5473","Gerry Walsh",882,17
"5474","Nelly Fleming",886,20
"5475","Erik Warsky",886,20
"5476","Gerry Walsh",886,22
"5477","Sissy Welch",886,4
"5478","Nelly Fleming",886,6
"5479","Mike Friedman",888,5
"5480","Gerry Walsh",891,6
"5481","Sami Carlson",891,10
"5482","Sami Carlson",891,19
"5483","Olov Rasmussen",891,20
"5484","Mike Friedman",891,6
"5485","Olov Rasmussen",891,23
"5486","Erik Warsky",891,13
"5487","Olov Rasmussen",891,20
"5488","Olga Treischl",891,14
"5489","Olga Treischl",891,22
"5490","Sandra Toble",892,20
"5491","Sissy Welch",895,4
"5492","Erik Warsky",473,22
"5493","Viky Moreux",900,22
"5494","Gerry Walsh",900,9
"5495","Sissy Welch",900,10
"5496","Erik Warsky",901,25
"5497","Mike Friedman",905,12
"5498","Erik Warsky",907,18
"5499","Gunnar Weimar",907,22
"5500","Erik Warsky",907,18
"5501","Gerry Walsh",473,8
